id,address,city,latitude,longitude,site_score,state_name,county_name,state_and_county,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
1053,"2ND STREET, FLORENCE, NJ 08554",Florence,40.118618,-74.773334,41.02,New Jersey,Burlington County,"New Jersey, Burlington County",701302,1,1673,61,55,0,55,0,0,269,81,73507,49445900,31,115,541,36,154900,3.65,3.29,0,3.29,0,0,8.55,4.94,4.51,17.53,82.47,5.62,10.23
1011,"2023 RTE 38, MOUNT HOLLY, NJ 08060",Mount Holly,39.9823331,-74.7877676,33.62,New Jersey,Burlington County,"New Jersey, Burlington County",703104,1,2991,181,414,3,115,0,5,679,109,98807,113184100,30,62,938,0,226600,6.05,13.84,0.1,3.84,0,0.17,5.55,3.81,2.91,6.2,93.8,0,24
987,"WALLINGFORD WAY, SHAMONG TOWNSHIP, NJ 08088",Shamong Township,39.8104583,-74.7184367,50.19,New Jersey,Burlington County,"New Jersey, Burlington County",703700,2,2280,53,33,6,19,0,0,548,84,96613,98869200,24,45,726,37,355900,2.32,1.45,0.26,0.83,0,0,7.15,3.57,3.02,5.84,94.16,4.86,4.86
970,"1017 UNION LANDING ROAD, CINNAMINSON TOWNSHIP, NJ 08077",Cinnaminson Township,40.0154959,-74.9899552,37.93,New Jersey,Burlington County,"New Jersey, Burlington County",700303,1,1533,112,454,1,64,0,9,480,24,83857,67409400,56,182,421,0,233700,7.31,29.62,0.07,4.17,0,0.59,5.18,1.28,8.5,30.18,69.82,0,41.76
1025,"WRIGHTSTOWN-COOKSTOWN ROAD, WRIGHTSTOWN, NJ 08641",Wrightstown,40.0382626,-74.5899319,47.2,New Jersey,Burlington County,"New Jersey, Burlington County",982111,1,823,87,127,7,29,0,1,135,3,51083,10681000,10,132,2,0,,10.57,15.43,0.85,3.52,0,0.12,7,0.21,6.94,98.51,1.49,0,30.49
1020,"1542 SOUTH BROADWAY, CAMDEN, NJ 08104",Camden,39.926012,-75.118695,50,New Jersey,Camden County,"New Jersey, Camden County",601800,1,1291,470,631,1,84,0,3,64,376,27321,14572200,180,226,202,103,70400,36.41,48.88,0.08,6.51,0,0.23,30.17,26.52,29.61,52.8,47.2,16.35,92.11
1022,"1708 US RT. 130, THOROFARE, NJ 08086",Thorofare,39.8790953,-75.1140512,50,New Jersey,Camden County,"New Jersey, Camden County",605300,1,1032,52,68,1,27,0,5,44,117,44844,18505200,24,91,288,0,149500,5.04,6.59,0.1,2.62,0,0.48,17.66,13.91,5.96,24.01,75.99,0,14.83
1042,"WEST OF US 130; SOUTH OF STATE HWY 90, PENNSAUKEN TOWNSHIP, NJ 08110",Pennsauken Township,39.982114,-75.021749,50,New Jersey,Camden County,"New Jersey, Camden County",610800,1,3130,908,848,42,70,1,9,346,305,50179,75126300,87,318,847,86,192800,29.01,27.09,1.34,2.24,0.03,0.29,26.71,9.9,6.95,27.3,72.7,7.18,60
1062,"8281 NATIONAL HWY, PENNSAUKEN TOWNSHIP, NJ 08110",Pennsauken Township,39.9821339,-75.0339568,35.68,New Jersey,Camden County,"New Jersey, Camden County",610800,1,3130,908,848,42,70,1,9,346,305,50179,75126300,87,318,847,86,192800,29.01,27.09,1.34,2.24,0.03,0.29,26.71,9.9,6.95,27.3,72.7,7.18,60
1072,"6 AREAS IN CAMDEN AND GLOUCESTER CITY, CAMDEN AND GLOUCESTER CIT, NJ 08030","Camden, Gloucester City",39.8986024,-75.1265807,41.46,New Jersey,Camden County,"New Jersey, Camden County",611000,1,1066,77,47,0,29,0,0,97,124,36538,22907800,51,231,168,3,88600,7.22,4.41,0,2.72,0,0,38.83,9.69,11.33,57.89,42.11,0.61,14.35
996,"ERIAL &amp; HICKSTOWN ROADS, GLOUCESTER TOWNSHIP, NJ 08012",Gloucester Township,39.773448,-75.006278,68.53,New Jersey,Camden County,"New Jersey, Camden County",608401,1,1403,64,181,4,24,1,0,150,97,96667,36667900,12,20,434,0,204200,4.56,12.9,0.29,1.71,0.07,0,8.1,9.48,2.58,4.41,95.59,0,19.53
1010,"PINEY HOLLOW ROAD, WINSLOW TOWNSHIP, NJ 08095",Winslow Township,39.6304596,-74.8834955,47.19,New Jersey,Camden County,"New Jersey, Camden County",609205,4,1503,231,45,3,28,0,0,243,138,81513,52292800,30,94,449,0,266800,15.37,2.99,0.2,1.86,0,0,9.15,9.07,5.24,17.31,82.69,0,20.42
1058,"FOSTER AVENUE AND GIBBSBORO ROAD, Gibbsboro, NJ 08026",Gibbsboro,39.837184,-74.963147,50,New Jersey,Camden County,"New Jersey, Camden County",607600,1,824,41,22,0,18,0,0,240,85,104712,37116100,11,33,260,26,255300,4.98,2.67,0,2.18,0,0,8.28,8.91,3.62,11.26,88.74,7.9,9.83
1066,"UNITED STATES AVENUE, GIBBSBORO, NJ 08026",Gibbsboro,39.82183,-74.966532,50,New Jersey,Camden County,"New Jersey, Camden County",607600,1,824,41,22,0,18,0,0,240,85,104712,37116100,11,33,260,26,255300,4.98,2.67,0,2.18,0,0,8.28,8.91,3.62,11.26,88.74,7.9,9.83
1016,"ROUTE 73, WINSLOW TOWNSHIP, NJ 08009",Winslow Township,39.7464763,-74.9096611,42.03,New Jersey,Camden County,"New Jersey, Camden County",609103,3,2407,130,495,2,52,0,2,448,186,80000,71154200,24,58,711,0,221500,5.4,20.57,0.08,2.16,0,0.08,10.26,7.54,3.03,7.54,92.46,0,28.29
1075,"RR 1, SIEGTOWN ROAD, SWAINTON MIDDLE, NJ 08210",Swainton,39.1202633,-74.8013507,40.45,New Jersey,Cape May County,"New Jersey, Cape May County",21001,1,2251,87,167,1,25,4,2,543,229,79663,71816300,491,139,567,0,347000,3.86,7.42,0.04,1.11,0.18,0.09,15.36,8.65,41.02,19.69,80.31,0,12.7
1070,"1611 W WHEAT RD, VINELAND, NJ 08360",Vineland,39.5108528,-75.0539807,59.16,New Jersey,Cumberland County,"New Jersey, Cumberland County",40901,2,2060,747,380,2,11,0,0,72,323,49528,40847500,35,134,548,21,154100,36.26,18.45,0.1,0.53,0,0,19.17,17.45,4.88,19.65,80.35,2.75,55.34
1005,"1888 SOUTH DELSEA DRIVE, VINELAND, NJ 08360",Vineland,39.4594202,-75.0438594,30.3,New Jersey,Cumberland County,"New Jersey, Cumberland County",41000,4,1358,434,176,2,27,0,0,118,234,55750,31862300,26,103,355,0,178600,31.96,12.96,0.15,1.99,0,0,23.49,16.94,5.37,22.49,77.51,0,47.06
991,"527 East Chestnut Avenue, VINELAND, NJ 08360",Vineland,39.4784365,-75.0260838,65.29,New Jersey,Cumberland County,"New Jersey, Cumberland County",40600,3,2169,1420,403,2,28,0,0,52,151,19839,19785600,24,401,277,0,186300,65.47,18.58,0.09,1.29,0,0,17.33,12.68,3.42,59.14,40.86,0,85.43
1031,"DORIS AVE, MILLVILLE, NJ 08332",Millville,39.4218082,-75.0290723,51.13,New Jersey,Cumberland County,"New Jersey, Cumberland County",30400,4,1200,106,210,8,24,0,0,266,110,54792,38929500,39,278,194,0,253800,8.83,17.5,0.67,2,0,0,19.21,9.67,7.63,58.9,41.1,0,29
1049,"29 RIVERSIDE AVENUE, NEWARK, NJ 07104",Newark,40.7666633,-74.1593831,50,New Jersey,Essex County,"New Jersey, Essex County",9600,1,1286,543,690,2,1,0,9,58,551,42961,20780600,46,330,57,0,263600,42.22,53.65,0.16,0.08,0,0.7,45.25,38.42,10.62,85.27,14.73,0,96.81
1073,"660 FRELINGHUYSEN AVE, NEWARK, NJ 07114",Newark,40.6982028,-74.1979749,,New Jersey,Essex County,"New Jersey, Essex County",4802,1,790,196,540,1,3,2,0,18,370,11607,11312100,162,356,47,0,,24.81,68.35,0.13,0.38,0.25,0,36.65,37.83,28.67,88.34,11.66,0,93.92
1036,"GIST PLACE (NEAR NORTH DAY STREET), WEST ORANGE/ORANGE, NJ 07051",West Orange/Orange,40.77,-74.23,50,New Jersey,Essex County,"New Jersey, Essex County",18600,2,579,342,123,3,14,0,5,11,177,9670,3020200,7,125,7,0,,59.07,21.24,0.52,2.42,0,0.86,50,37.26,5.04,94.7,5.3,0,84.11
1064,"ALDEN &amp; HIGH STS AND OTHER ADDRESSES, ORANGE, NJ 07050",Orange,40.7680056,-74.2326058,37.79,New Jersey,Essex County,"New Jersey, Essex County",18600,2,579,342,123,3,14,0,5,11,177,9670,3020200,7,125,7,0,,59.07,21.24,0.52,2.42,0,0.86,50,37.26,5.04,94.7,5.3,0,84.11
981,"80 LISTER AVE, NEWARK, NJ 07105",Newark,40.7387173,-74.136117,35.4,New Jersey,Essex County,"New Jersey, Essex County",7501,2,791,243,458,2,5,0,3,26,141,11056,5655900,54,280,23,13,,30.72,57.9,0.25,0.63,0,0.38,46.41,18.68,15.13,92.41,7.59,3.99,89.88
963,"222 PASSAIC AVENUE, FAIRFIELD, NJ 07004",Fairfield,40.8776359,-74.272773,58.3,New Jersey,Essex County,"New Jersey, Essex County",21601,3,862,73,8,0,26,0,0,127,41,115192,21545500,12,40,259,0,448600,8.47,0.93,0,3.02,0,0,8.28,8.42,3.86,13.38,86.62,0,12.42
1065,"25 SHERWOOD LANE, FAIRFIELD, NJ 07004",Fairfield,40.8785717,-74.2694588,50,New Jersey,Essex County,"New Jersey, Essex County",21601,1,1400,56,7,0,32,0,0,332,18,60694,57232800,17,218,395,0,596200,4,0.5,0,2.29,0,0,11.35,1.4,2.7,35.56,64.44,0,6.79
1038,"ONE AVENUE L, NEWARK, NJ 07105",Newark,40.7174308,-74.1454535,47.99,New Jersey,Essex County,"New Jersey, Essex County",7400,1,2406,446,1701,0,16,0,4,67,0,,,0,3,0,0,,18.54,70.7,0,0.67,0,0.17,50.63,0,0,100,0,,90.08
992,"SIX LOCATIONS NEAR MARSHALL MILL ROAD, FRANKLIN TOWNSHIP, NJ 08322",Franklin Township,39.5952969,-75.0630275,40.67,New Jersey,Gloucester County,"New Jersey, Gloucester County",501703,4,1299,84,45,4,14,0,0,53,269,61563,33377800,26,124,376,0,181600,6.47,3.46,0.31,1.08,0,0,20.45,20.23,4.94,24.8,75.2,0,11.32
1017,"RT 322, PITMAN, NJ 08071",Pitman,39.732892,-75.1315651,75.6,New Jersey,Gloucester County,"New Jersey, Gloucester County",501302,1,1171,44,20,4,4,0,0,182,120,53427,23673800,61,232,285,25,165300,3.76,1.71,0.34,0.34,0,0,4.67,13.25,10.55,44.87,55.13,5.38,6.15
999,"JESSUP MILL ROAD, MANTUA TOWNSHIP, NJ 08051",Mantua Township,39.78426,-75.189745,72.66,New Jersey,Gloucester County,"New Jersey, Gloucester County",500701,4,1446,36,25,2,13,0,0,181,132,63098,45179800,21,32,546,0,210000,2.49,1.73,0.14,0.9,0,0,12.08,8.83,3.51,5.54,94.46,0,5.26
1059,"WEST BLVD, NEWFIELD BOROUGH, NJ 08344",Newfield Borough,39.5465726,-75.0251783,58.75,New Jersey,Gloucester County,"New Jersey, Gloucester County",501800,2,891,79,20,2,4,0,0,137,74,69219,28591800,24,49,277,0,202600,8.87,2.24,0.22,0.45,0,0,10.91,7.49,6.86,15.03,84.97,0,11.78
960,"CEDAR SWAMP RD, BRIDGEPORT, NJ 08014",Bridgeport,39.8048787,-75.3217975,60.73,New Jersey,Gloucester County,"New Jersey, Gloucester County",502400,1,602,17,1,0,11,0,0,103,43,67159,21085300,23,60,180,0,207600,2.82,0.17,0,1.83,0,0,6.82,5.44,8.75,25,75,0,4.82
966,"CEDAR SWAMP &amp; COOPER RDS, BRIDGEPORT, NJ 08014",Bridgeport,39.8004233,-75.3478016,47.53,New Jersey,Gloucester County,"New Jersey, Gloucester County",502400,1,602,17,1,0,11,0,0,103,43,67159,21085300,23,60,180,0,207600,2.82,0.17,0,1.83,0,0,6.82,5.44,8.75,25,75,0,4.82
1021,"ROUTE 322 EAST, WOOLWICH TOWNSHIP, NJ 08085",Woolwich Township,39.7491498,-75.329557,45.54,New Jersey,Gloucester County,"New Jersey, Gloucester County",502200,2,8681,329,856,5,574,0,7,2701,366,115719,371154900,104,282,2399,52,342300,3.79,9.86,0.06,6.61,0,0.08,4.88,4.04,3.73,10.52,89.48,1.76,20.4
1000,"50 NORTH MARKET ST, GIBBSTOWN, NJ 08027",Gibbstown,39.8272024,-75.2778817,40.36,New Jersey,Gloucester County,"New Jersey, Gloucester County",500500,2,675,19,15,0,0,0,0,62,0,63611,14903700,17,35,220,0,200500,2.81,2.22,0,0,0,0,16.22,0,6.25,13.73,86.27,0,5.03
1039,"400 SIP AVE, JERSEY CITY, NJ 07306",Jersey City,40.734704,-74.07972,28.73,New Jersey,Hudson County,"New Jersey, Hudson County",1701,1,1157,149,107,5,676,2,13,572,354,70321,39167600,603,234,151,0,386400,12.88,9.25,0.43,58.43,0.17,1.12,6.53,23.57,61.03,60.78,39.22,0,82.28
1063,"77 JACOBUS AVE, SOUTH KEARNY, NJ 07032",South Kearny,40.7367351,-74.1130483,43.43,New Jersey,Hudson County,"New Jersey, Hudson County",12700,5,2329,904,1111,2,4,16,10,4,0,,,0,0,0,0,,38.81,47.7,0.09,0.17,0.69,0.43,44.05,0,,,,,87.89
982,"1401 HARRISON TURNPIKE, KEARNY, NJ 07032",Kearny,40.7495289,-74.1354652,30,New Jersey,Hudson County,"New Jersey, Hudson County",12700,6,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,
1061,"1015-35 BELLEVILLE TURNPIKE, KEARNY, NJ 07032",Kearny,40.7498168,-74.1037065,50,New Jersey,Hudson County,"New Jersey, Hudson County",12700,6,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,
976,"404 FRENCHTOWN ROAD, MILFORD, NJ 08848",Milford,40.5621719,-75.08863,50,New Jersey,Hunterdon County,"New Jersey, Hunterdon County",10600,3,1233,27,3,1,12,1,1,278,90,80417,40840600,32,156,364,0,280700,2.19,0.24,0.08,0.97,0.08,0.08,4.92,8.36,5.8,30,70,0,3.64
980,"DELAWARE RIVER DR, KINGWOOD TOWNSHIP, NJ 08825",Kingwood Township,40.4849409,-75.0600314,35.72,New Jersey,Hunterdon County,"New Jersey, Hunterdon County",11500,2,2051,29,14,0,16,0,6,372,73,106920,84434400,88,124,658,44,393500,1.41,0.68,0,0.78,0,0.29,3.6,3.69,10.11,15.86,84.14,5.57,3.16
1030,"LOWER KINGTOWN ROAD, FRANKLIN TOWNSHIP, NJ 08822",Franklin Township,40.5951425,-74.9336181,33.83,New Jersey,Hunterdon County,"New Jersey, Hunterdon County",10702,1,1743,36,6,5,15,0,4,576,56,86143,86159100,39,57,572,0,511500,2.07,0.34,0.29,0.86,0,0.23,3.23,3.07,5.84,9.06,90.94,0,3.79
997,"ERNSTON ROAD, OLD BRIDGE TOWNSHIP, NJ 08857",Old Bridge Township,40.4535128,-74.2971773,45.92,New Jersey,Middlesex County,"New Jersey, Middlesex County",7908,2,1697,247,270,2,632,0,12,517,516,43333,37212800,46,650,4,0,,14.56,15.91,0.12,37.24,0,0.71,11.84,26.49,6.57,99.39,0.61,0,68.54
967,"FLEMING ST, PISCATAWAY, NJ 08854",Piscataway,40.5619457,-74.4465827,42.69,New Jersey,Middlesex County,"New Jersey, Middlesex County",502,2,2277,312,460,5,891,0,10,595,391,87708,74767800,28,565,279,50,314100,13.7,20.2,0.22,39.13,0,0.44,4.55,17.17,3.21,66.94,33.06,6.24,73.69
1009,"MEADOW ROAD, EDISON TOWNSHIP, NJ 08817",Edison Township,40.493378,-74.3852288,50.64,New Jersey,Middlesex County,"New Jersey, Middlesex County",8900,1,2077,381,334,6,584,0,6,774,354,59412,65425800,67,681,226,0,160200,18.34,16.08,0.29,28.12,0,0.29,7.64,14.41,6.88,75.08,24.92,0,63.12
972,"333 HAMILTON BLVD, SOUTH PLAINFIELD, NJ 07080",South Plainfield,40.5756393,-74.4116754,50.27,New Jersey,Middlesex County,"New Jersey, Middlesex County",1002,2,1932,279,209,11,390,0,54,346,253,89806,78029800,22,127,499,0,283100,14.44,10.82,0.57,20.19,0,2.8,19.54,12.76,3.4,20.29,79.71,0,48.82
1027,"239 MOUNTAIN AVENUE, MIDDLESEX, NJ 08846",Middlesex,40.5699073,-74.4920335,50,New Jersey,Middlesex County,"New Jersey, Middlesex County",200,3,1918,474,213,0,126,0,6,336,211,70966,54151800,28,290,408,0,276100,24.71,11.11,0,6.57,0,0.31,9.51,11.49,3.86,41.55,58.45,0,42.7
993,"11 FRESH POND ROAD, EAST BRUNSWICK TOWNSHIP, NJ 08816",East Brunswick Township,40.4426077,-74.440511,33.61,New Jersey,Middlesex County,"New Jersey, Middlesex County",6601,1,1299,71,10,0,181,0,1,478,113,106042,61267100,14,32,407,0,402600,5.47,0.77,0,13.93,0,0.08,10.41,8.39,3.09,7.29,92.71,0,20.25
1007,"901-999 CRANBURY SOUTH RIVER ROAD, SOUTH BRUNSWICK, NJ 08831","Jamesburg, South Brunswick Township",40.3663005,-74.4641941,45.14,New Jersey,Middlesex County,"New Jersey, Middlesex County",8502,1,2616,121,73,2,1119,0,0,843,186,121563,110566800,26,77,727,0,534300,4.63,2.79,0.08,42.78,0,0,5.94,7.66,3.13,9.58,90.42,0,50.28
974,"WATERWORKS ROAD, OLD BRIDGE TOWNSHIP, NJ 08857",Old Bridge Township,40.4273817,-74.3374236,69.73,New Jersey,Middlesex County,"New Jersey, Middlesex County",7801,2,989,106,53,3,181,0,5,195,50,83906,35268800,12,17,337,0,311500,10.72,5.36,0.3,18.3,0,0.51,7.65,5.54,3.28,4.8,95.2,0,35.19
986,"OLD WATER WORKS ROAD, OLD BRIDGE TOWNSHIP, NJ 08857",Old Bridge Township,40.4273817,-74.3374236,36.64,New Jersey,Middlesex County,"New Jersey, Middlesex County",7801,2,989,106,53,3,181,0,5,195,50,83906,35268800,12,17,337,0,311500,10.72,5.36,0.3,18.3,0,0.51,7.65,5.54,3.28,4.8,95.2,0,35.19
1045,"BAYVIEW DRIVE, OLD BRIDGE TWP/SAYREVILLE, NJ 08879","Old Bridge Township, Sayreville",40.4571792,-74.2417163,50,New Jersey,Middlesex County,"New Jersey, Middlesex County",8001,5,1026,114,45,0,14,0,3,71,33,71875,26996700,26,84,335,0,170800,11.11,4.39,0,1.36,0,0.29,11.13,3.81,5.84,20.05,79.95,0,17.15
1076,"FOOT OF WOODBROOK ROAD (SOUTH END), SOUTH PLAINFIELD, NJ 08820",South Plainfield,40.567145,-74.3855715,50,New Jersey,Middlesex County,"New Jersey, Middlesex County",1414,3,1520,51,43,2,761,2,0,884,71,118705,99512800,15,42,551,0,376300,3.36,2.83,0.13,50.07,0.13,0,3.83,3.72,2.47,7.08,92.92,0,56.52
965,"30 WHITMAN AV, EDISON TOWNSHIP, NJ 08817",Edison Township,40.5283009,-74.3737943,37.93,New Jersey,Middlesex County,"New Jersey, Middlesex County",1701,1,1179,95,62,0,276,0,2,369,31,109583,44446200,3,14,370,0,340500,8.06,5.26,0,23.41,0,0.17,5.87,3.46,0.78,3.65,96.35,0,36.9
956,"120 HORSESHOE ROAD, SAYREVILLE, NJ 08872",Sayreville,40.4793542,-74.3182342,50,New Jersey,Middlesex County,"New Jersey, Middlesex County",9200,1,1804,246,219,7,282,0,15,472,45,96699,71640900,19,48,657,0,259900,13.64,12.14,0.39,15.63,0,0.83,5.19,2.53,2.62,6.81,93.19,0,42.63
1004,"Postal Address is unavailable for the Site, SAYREVILLE, NJ 08872",Sayreville,40.465024,-74.3528822,51.37,New Jersey,Middlesex County,"New Jersey, Middlesex County",7102,2,1587,162,166,0,507,1,8,358,37,114635,72494900,45,57,463,0,482400,10.21,10.46,0,31.95,0.06,0.5,8.72,2.41,7.96,10.96,89.04,0,53.18
1074,"1322 SEA GIRT AVE, WALL TWP, NJ 07719",Wall Township,40.1357674,-74.0627,41.63,New Jersey,Monmouth County,"New Jersey, Monmouth County",808800,1,967,26,31,1,30,0,0,306,104,40379,37576500,59,325,195,0,387300,2.69,3.21,0.1,3.1,0,0,6.4,10.91,10.19,62.5,37.5,0,9.1
958,"SQUANRUM RD. (MONMOUTH CO. RT. 547), HOWELL TOWNSHIP, NJ 07727",Howell Township,40.1940632,-74.1592278,43.23,New Jersey,Monmouth County,"New Jersey, Monmouth County",811502,2,1039,81,14,1,26,0,2,316,108,105515,34100500,34,73,305,31,280000,7.8,1.35,0.1,2.5,0,0.19,3.94,9.68,8.25,19.31,80.69,7.89,11.94
1018,"BURKE ROAD, FREEHOLD TOWNSHIP, NJ 07728",Freehold Township,40.2088004,-74.3287655,66.33,New Jersey,Monmouth County,"New Jersey, Monmouth County",810600,3,1489,73,51,0,55,0,2,528,159,96643,68825000,23,163,383,0,529200,4.9,3.43,0,3.69,0,0.13,16.78,9.47,4.04,29.85,70.15,0,12.15
1033,"TYLER LANE &amp; TEXAS RD, COLTS NECK, NJ 07722",Colts Neck,40.2876108,-74.1723652,29.65,New Jersey,Monmouth County,"New Jersey, Monmouth County",809902,2,2293,102,29,0,163,0,4,566,181,106815,158083600,32,92,664,0,702800,4.45,1.26,0,7.11,0,0.17,4.21,7.96,4.06,12.17,87.83,0,12.99
962,"TYLERS LANE, MARLBORO TOWNSHIP, NJ 07746",Marlboro Township,40.3737485,-74.2758044,59.16,New Jersey,Monmouth County,"New Jersey, Monmouth County",809501,1,3023,153,85,6,696,0,1,1066,178,122643,125768200,34,54,837,26,521600,5.06,2.81,0.2,23.02,0,0.03,3.5,6.03,3.68,6.06,93.94,2.96,31.12
1006,"ORCHARD RD, MORGANVILLE, NJ 07751",Morganville,40.3891449,-74.2409272,33.87,New Jersey,Monmouth County,"New Jersey, Monmouth County",809501,1,3023,153,85,6,696,0,1,1066,178,122643,125768200,34,54,837,26,521600,5.06,2.81,0.2,23.02,0,0.03,3.5,6.03,3.68,6.06,93.94,2.96,31.12
1028,"AIRPORT ROAD, WALL TOWNSHIP, NJ 07727",Wall Township,40.1836024,-74.1154381,41.93,New Jersey,Monmouth County,"New Jersey, Monmouth County",808600,1,2077,128,455,1,24,0,0,408,109,71667,86361700,28,269,441,0,424600,6.16,21.91,0.05,1.16,0,0,12.13,5.55,3.79,37.89,62.11,0,29.28
67,"ROAD 171 (SOUTH OF THE VILLAGE OF CIDRA, CIDRA, PR 08750",Cidra,40.1318193,-74.0358876,50,New Jersey,Monmouth County,"New Jersey, Monmouth County",809200,2,1252,19,0,0,3,0,3,579,4,103000,70113300,200,68,476,0,930400,1.52,0,0,0.24,0,0.24,0.57,0.32,26.88,12.5,87.5,0,2
1071,"2121 ROUTE 35, WALL TOWNSHIP, NJ 07719",Wall Township,40.1428345,-74.0607714,44.86,New Jersey,Monmouth County,"New Jersey, Monmouth County",808701,3,1512,18,7,2,49,0,0,480,0,80625,62671300,67,164,487,0,547100,1.19,0.46,0.13,3.24,0,0,4.27,0,9.33,25.19,74.81,0,5.02
1080,"1442 MAXIM-SOUTHARD ROAD, HOWELL TOWNSHIP, NJ 07731",Howell Township,40.1460019,-74.1995522,50,New Jersey,Monmouth County,"New Jersey, Monmouth County",811200,4,1328,98,40,1,31,0,1,270,0,103625,50875300,24,61,372,0,431500,7.38,3.01,0.08,2.33,0,0.08,1.16,0,5.25,14.09,85.91,0,12.88
983,"272 ROUTE46, DOVER, NJ 07801",Dover,40.8874674,-74.5434222,28.9,New Jersey,Morris County,"New Jersey, Morris County",44800,3,2381,1956,65,1,38,0,3,64,862,46036,29171000,37,480,188,0,256000,82.15,2.73,0.04,1.6,0,0.13,48.7,48.13,5.25,71.86,28.14,0,86.65
978,"170 N MAIN STREET, WHARTON BOROUGH, NJ 07885",Wharton Borough,40.904671,-74.57719,46.13,New Jersey,Morris County,"New Jersey, Morris County",45100,2,1272,516,34,2,63,0,9,104,223,56313,28902100,24,233,238,0,320600,40.57,2.67,0.16,4.95,0,0.71,20.57,16.35,4.85,49.47,50.53,0,49.06
1056,"EDWARDS &amp; SHARKEY ROAD, PARSIPPANY, TROY HLS, NJ 07054","Parsippany, Troy Hills",40.8620476,-74.3939339,48.85,New Jersey,Morris County,"New Jersey, Morris County",41705,1,1604,89,23,0,460,0,1,532,123,47730,49799800,8,268,401,0,466900,5.55,1.43,0,28.68,0,0.06,12.11,8.91,1.18,40.06,59.94,0,35.72
1050,"JACKSON,UNION &amp; GARDEN STS, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9300943,-74.4872422,42.34,New Jersey,Morris County,"New Jersey, Morris County",44403,1,2534,260,51,1,166,0,0,995,185,125637,112695300,21,79,780,0,378500,10.26,2.01,0.04,6.55,0,0,3.46,6.85,2.39,9.2,90.8,0,18.86
1037,"OFF RTE 15 DOVER NJ, ROCKAWAY TOWNSHIP, NJ 07801",Rockaway Township,40.9181512,-74.5859022,42.92,New Jersey,Morris County,"New Jersey, Morris County",44401,1,2690,206,80,3,32,0,4,869,183,123306,128757400,289,155,797,0,383400,7.66,2.97,0.11,1.19,0,0.15,5.52,6.49,23.29,16.28,83.72,0,12.08
1044,"108 LAKE DENMARK ROAD, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9598943,-74.5299221,42.56,New Jersey,Morris County,"New Jersey, Morris County",44401,1,2690,206,80,3,32,0,4,869,183,123306,128757400,289,155,797,0,383400,7.66,2.97,0.11,1.19,0,0.15,5.52,6.49,23.29,16.28,83.72,0,12.08
971,"PARKER ROAD- BOX 418, CHESTER TOWNSHIP, NJ 07930",Chester Township,40.7850853,-74.6985891,45.22,New Jersey,Morris County,"New Jersey, Morris County",45901,1,1649,222,13,1,38,0,4,584,97,101705,77192900,32,151,464,11,523100,13.46,0.79,0.06,2.3,0,0.24,5.78,6.36,4.95,24.55,75.45,1.83,16.85
1054,"35 BRITTEN RD, GREEN VILLAGE, NJ 07935",Chatham Township,40.7366893,-74.4430682,58.31,New Jersey,Morris County,"New Jersey, Morris County",44000,4,2077,94,14,0,127,1,2,979,92,134375,143753600,75,320,470,0,640100,4.53,0.67,0,6.11,0.05,0.1,5.94,4.49,8.67,40.51,59.49,0,11.46
1051,"GREEN POND ROAD, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9712565,-74.4902405,28.9,New Jersey,Morris County,"New Jersey, Morris County",44401,2,2258,98,30,5,70,0,10,854,72,135357,136483600,18,62,729,26,482200,4.34,1.33,0.22,3.1,0,0.44,3.9,3.62,2.22,7.84,92.16,3.18,9.43
959,"SALLY IKE ROAD, BRICK TOWNSHIP, NJ 08723",Brick Township,40.1146537,-74.1224679,58.13,New Jersey,Ocean County,"New Jersey, Ocean County",713202,2,1347,83,22,0,29,0,6,260,167,83669,42405200,8,21,425,0,320400,6.16,1.63,0,2.15,0,0.45,11.68,12.05,1.76,4.71,95.29,0,10.39
1032,"MAIN GATE ROUTE#547, LAKEHURST, NJ 08733",Lakehurst,40.014561,-74.3112574,50.53,New Jersey,Ocean County,"New Jersey, Ocean County",721000,1,1203,143,105,1,23,2,0,80,145,51667,22957300,35,123,294,0,233400,11.89,8.73,0.08,1.91,0.17,0,14.46,11.44,7.74,29.5,70.5,0,22.78
